"TIME","A1","Y1","Y2","Y3","Y4","Y6","X1","X2","X3","Z1","Z2","Y7","X5","A2","A3","D1","D2","D3","D4","E1","E4","E5","E6","E13","F1","F2","F3","F4","F5","F6","F7","F8","F9","F18","G1","G2","G3","G4","G5","Y8","Y9","S1","T1","T2","S2","T3","T4","T5","T6","K1","K2","K3","K4","K5","K6","K7","K8","K9","K10","K11","L12"
2017-08-07 00:30:00,3999.76451612903,93.4563440860215,57.9987096774194,304.801935483871,0,0,194.354731182796,160.522150537634,154.573978494624,4.26634408602151,4.54537634408602,92,195,0.00688172043010753,76.0190322580645,57.1574193548387,85.45,70.1938709677419,451.078279569892,29.7039784946237,-39.8125806451613,6.46956989247312,-10.6574193548387,0,16.9816129032258,10.2121505376344,16.0870967741935,10.9538709677419,16.1211827956989,10.6215053763441,5.72827956989247,1.1694623655914,11.4829032258065,290.006989247312,29.9752688172043,66.3537634408602,90.2440860215054,60.2688172043011,305.570107526882,2955.98451612903,45.6087096774194,285.092150537634,1,0,284.984838709677,1,0,66.3478494623656,29.6091397849462,14.0001075268817,14,33.4823655913979,1979.85032258065,307.328817204301,315.450322580645,2.7,1,95.7563440860215,39.4118279569892,3999.76559139785,285.497849462366
2017-08-07 01:00:00,3999.75287356322,93.3340229885058,57.9981609195402,304.396896551724,0,0,193.849885057471,164.393563218391,154.605172413793,4.26172413793103,4.53827586206897,92,195,0.00839080459770115,75.7580459770115,59.3551724137931,80.6836781609195,67.4185057471264,425.822988505747,33.6528735632184,-29.6898850574713,8.43057471264368,-7.49310344827586,0.112528735632184,16.9519540229885,8.9067816091954,15.0827586206897,10.2048275862069,14.6688505747126,10.4347126436782,6.00034482758621,1.45942528735632,11.4828735632184,289.992873563218,30.0241379310345,69.2873563218391,87.664367816092,57.6402298850575,304.913908045977,2952.05873563218,43.5980459770115,284.876551724138,1,0,285.014367816092,1,0,69.2916091954023,29.6190804597701,14.0002298850575,14,33.8885057471264,1979.87689655172,307.293333333333,314.074252873563,2.7,1,105.423333333333,39.4132183908046,3999.74942528736,283.47632183908
2017-08-07 01:30:00,3999.76559139785,93.1988172043011,58.0002150537634,303.958064516129,0,0,194.681397849462,173.022688172043,155.157634408602,4.44397849462366,4.7210752688172,92,195,0.0302150537634409,72.7316129032258,55.9365591397849,87.8762365591398,71.6738709677419,463.990967741935,1.43,-46.0620430107527,4.03688172043011,-23.8872043010753,0,17.1,9.82860215053763,15.5732258064516,10.5022580645161,14.8833333333333,10.3270967741935,5.20118279569892,0.995376344086021,11.3895698924731,290.006451612903,29.994623655914,71.094623655914,93,63.0043010752688,310.567849462366,2947.86408602151,39.9081720430108,285.069569892473,1,0,284.969784946237,1,0,71.1036559139785,29.6305376344086,14.0398924731183,14.0322580645161,33.9134408602151,1979.80806451613,307.33,317.126344086022,2.7,1,107.041935483871,39.4134408602151,3999.76559139785,287.281612903226
2017-08-07 02:00:00,3745.80689655172,93.4655172413793,57.9997701149425,304.836091954023,0,0,193.885747126437,172.881264367816,153.834827586207,4.06540229885058,4.35563218390805,92,195,0.16183908045977,73.3525287356322,58.7912643678161,80.0165517241379,63.8225287356322,402.33816091954,30.6758620689655,-28.5605747126437,8.51666666666667,-10.8689655172414,0.931149425287356,17.5685057471264,9.95298850574713,15.7713793103448,10.0295402298851,14.4202298850575,9.94735632183908,6.05114942528736,1.08,11.518275862069,289.991034482759,30.0390804597701,71.0206896551724,89.2459770114942,59.2045977011494,305.209885057471,2956.42471264368,47.6716091954023,284.96183908046,1,0,285.024022988506,1,0,71.0387356321839,29.6497701149425,13.9995402298851,14,33.5710344827586,1886.30942528736,306.970344827586,313.772183908046,2.66793103448276,1,107.527931034483,36.9195402298851,3745.80689655172,283.267816091954
2017-08-07 02:30:00,3377.47204301075,93.5613978494624,59.4132258064516,312.591182795699,0,0,195.34,171.769892473118,158.960967741935,3.75376344086022,4.05881720430108,92,195,0.369677419354839,77.631935483871,58.662688172043,75.8069892473118,57.5913978494624,352.729032258065,63.0736559139785,-15.7201075268817,9.10612903225806,-0.240967741935484,1.31838709677419,18.091935483871,10.4532258064516,17.0413978494624,10.918064516129,15.8184946236559,11.0923655913978,6.58344086021505,1.91569892473118,12.2406451612903,289.995268817204,37.4408602150538,64.3086021505376,97.7430107526882,60.3032258064516,306.449139784946,2959.22795698925,51.6789247311828,284.938279569892,1,0,285.005161290323,1,0,64.3352688172043,37.0140860215054,14.0002150537634,14,32.5070967741935,1799.91462365591,306.913225806452,314.42376344086,2.6,1,86.3076344086022,33.29,3377.47204301075,286.307204301075
2017-08-07 03:00:00,3299.72988505747,93.5841379310345,58.7141379310345,308.984942528736,0,0,200.121494252874,173.420574712644,163.927931034483,3.71344827586207,4.03954022988506,92.0631034482759,195,0.141264367816092,79.05,52.6064367816092,61.1020689655172,63.1281609195402,304.091264367816,0.116206896551724,-3.8851724137931,19.6618390804598,-3.25459770114943,0,17.8435632183908,11.3787356321839,16.5819540229885,11.8179310344828,15.951724137931,10.9357471264368,4.73632183908046,0.91183908045977,11.7595402298851,290.008390804598,39.9827586206897,70.1114942528736,108.659770114943,68.6781609195402,310.510459770115,2959.89896551724,54.5336781609195,285.097816091954,1,0,284.991724137931,1,0,70.1274712643678,39.5590804597701,14.0008045977011,14,32.9233333333333,1799.91413793103,306.89908045977,310.692873563218,2.6,1,94.6233333333333,32.5218390804598,3299.73218390805,285.640114942529
2017-08-07 03:30:00,3299.73978494624,94.7630107526882,52.8324731182796,281.513440860215,0,0,202.773978494624,162.644623655914,162.001075268817,3.81301075268817,4.14817204301075,93.2089247311828,195,4.06430107526882,76.446559139785,46.4850537634409,53.6163440860215,71.333440860215,282.877634408602,35.9248387096774,1.74881720430108,21.7116129032258,-4.87989247311828,0,19.3989247311828,12.519247311828,17.1782795698925,11.7945161290323,15.4064516129032,10.2932258064516,5.53548387096774,0.820537634408602,12.2818279569892,289.986451612903,37.6978494623656,81.7344086021505,106.477419354839,68.7806451612903,304.622903225806,2997.25870967742,49.1367741935484,284.95376344086,1,0,284.992903225806,1,0,81.7297849462366,37.1731182795699,14.0006451612903,14,33.0045161290323,1799.87139784946,306.95064516129,303.125698924731,2.6,1,121.206559139785,32.5259139784946,3299.73870967742,283.423225806452
2017-08-07 04:00:00,3299.74712643678,94.0550574712644,48.9983908045977,259.138275862069,0,0,201.760574712644,157.776781609195,158.751609195402,3.60563218390805,3.95333333333333,92.5386206896552,195,0.699310344827586,79.0633333333333,47.1802298850575,52.0668965517241,70.1243678160919,274.090114942529,27.0458620689655,4.35609195402299,23.9194252873563,-3.23344827586207,0,18.7166666666667,12.0329885057471,17.0004597701149,11.4720689655172,15.0231034482759,10.2448275862069,5.61689655172414,1.03816091954023,12.5350574712644,290,39.451724137931,85.1655172413793,110.206896551724,70.7540229885058,303.655172413793,2974.88873563218,50.2279310344828,284.950229885057,1,0,285.021034482759,1,0,85.1677011494253,39.0036781609195,14.0001149425287,14,32.7570114942529,1799.90298850575,307.019885057471,301.685517241379,2.6,1,126.341954022989,32.5268965517241,3299.74597701149,286.606091954023
2017-08-07 04:30:00,3435.42043010753,72.5167741935484,47.3950537634409,193.708817204301,0,0,199.097311827957,173.470860215054,167.546021505376,0.508817204301075,0.833978494623656,88.0747311827957,195,0,80.0293548387097,51.9158064516129,55.8581720430108,66.202688172043,291.819892473118,14.5602150537634,0.598279569892473,14.6079569892473,-3.96559139784946,0,17.709247311828,11.9124731182796,16.3515053763441,10.8422580645161,14.279247311828,9.6810752688172,5.80430107526882,0.989032258064516,12.4649462365591,289.996774193548,39.994623655914,86.0021505376344,111.88064516129,71.8881720430108,305.333548387097,2293.64688172043,5.40784946236559,285.103548387097,1,0,285.014516129032,1,0,86.0174193548387,39.5710752688172,14.0001075268817,14,32.6741935483871,1799.89225806452,306.957096774194,304.462688172043,2.6,1,127.515591397849,33.865376344086,3435.42150537634,285.692688172043
2017-08-07 05:00:00,3499.9908045977,34.7172413793103,44.4147126436782,88.4690804597701,0,0,203.428965517241,199.051034482759,177.80632183908,0,0.113333333333333,67.3119540229885,195,0.815632183908046,83.5691954022988,55.6064367816092,63.4675862068965,63.1412643678161,320.017126436782,26.3842528735632,-8.34781609195402,10.2589655172414,-3.76689655172414,0,18.4632183908046,11.2985057471264,16.8081609195402,10.6516091954023,14.4990804597701,9.70413793103448,5.18793103448276,0.476436781609195,12.1264367816092,290.007586206897,40.0183908045977,89.7241379310345,123.262068965517,83.2459770114942,308.744482758621,1098.02609195402,0,284.884252873563,1,0,284.988390804598,1,0,89.7357471264368,39.6266666666667,14,14,32.8048275862069,1799.86563218391,307.190114942529,308.705632183908,2.6,1,141.334022988506,34.5032183908046,3499.9908045977,284.064252873563
2017-08-07 05:30:00,2250.27956989247,6.43150537634409,21.5738709677419,13.7362365591398,0,0,201.935698924731,182.862043010753,157.336021505376,0,0.0775268817204301,29.7,195,0.883870967741936,56.375376344086,45.6523655913979,37.3929032258064,49.7748387096774,197.106021505376,55.8424731182796,8.85505376344086,11.4836559139785,0.851290322580645,5.42032258064516,30.1551612903226,25.3793548387097,30.3589247311828,24.4013978494624,28.1067741935484,22.2364516129032,11.9943010752688,7.88440860215054,20.2658064516129,292.117204301075,23.4118279569892,53.1247311827957,73.4924731182796,50.0774193548387,311.96935483871,203.450752688172,0,285.001505376344,0.566666666666667,0.432258064516129,285.060752688172,0.566666666666667,0,53.095376344086,21.5477419354839,7.52731182795699,-35.2688172043011,18.7331182795699,1021.87870967742,308.369677419355,313.105698924731,6.0105376344086,0.98494623655914,82.9496774193548,22.1722580645161,2250.25483870968,288.372795698925
2017-08-07 06:00:00,0,0,0,0,0,0,188.212988505747,162.339425287356,144.448505747126,0.345862068965517,0.620689655172414,29.7,195,0,0.0433333333333333,0,0,0,0,19.668275862069,9.62057471264368,6.61011494252874,8.7067816091954,12.7070114942529,23.9618390804598,16.8603448275862,25.3585057471264,16.9970114942529,25.0040229885057,17.0572413793103,13.7689655172414,8.34459770114943,16.7254022988506,300.257931034483,0,2.99885057471264,4.98735632183908,4.98735632183908,315.443908045977,0,0,272.857471264368,0,1,281.844252873563,0,0,2.97425287356322,146.436551724138,0,-100,0,0,294.414022988506,291.697011494253,10.5,1,0,0,0,276.958275862069
2017-08-07 06:30:00,0,0,0,0,0,0,179.624838709677,150.498494623656,135.607956989247,1.11870967741935,1.41129032258065,29.7,195,0,0.0420430107526882,0,0,0,0,45.4011827956989,10.9623655913978,8.04602150537634,9.39268817204301,17.4494623655914,25.7274193548387,17.3018279569892,25.9062365591398,17.3491397849462,25.4993548387097,18.4564516129032,12.1349462365591,6.56075268817204,14.9643010752688,299.991612903226,0,3.38817204301075,5.1989247311828,5.19784946236559,312.558602150538,0,0,229.871935483871,0,1,260.484623655914,0,0,3.40860215053763,237,0,-100,0,0,245.361397849462,232.602365591398,10.5,1,0,0,0,258.768494623656
2017-08-07 07:00:00,0,0,0,0,0,0,170.285862068966,141.837356321839,128.92724137931,1.45034482758621,1.72758620689655,29.7,195,0,0.0328735632183908,0,0,0,0,99.1663218390805,19.5251724137931,10.1571264367816,9.72574712643678,99.3383908045977,25.5249425287356,17.1389655172414,25.2962068965517,17.268275862069,25.0898850574713,18.5514942528736,11.9429885057471,6.42494252873563,15.5913793103448,299.988850574713,0,4,5.0816091954023,5.0816091954023,319.962413793103,0,0,207.698045977012,0,1,237.889195402299,0,0,3.71068965517241,237,178.620689655172,-100,0,0,217.676206896552,202.167126436782,8.00574712643678,1,0,0,0,238.180574712644
2017-08-07 07:30:00,0,0,0,0,0,0,163.287311827957,132.725376344086,124.558387096774,97.3667741935484,723.894301075269,29.7,195,0,0.0466666666666667,0,0,0,0,100,15.1003225806452,9.65913978494624,8.01290322580645,100,25.7150537634409,17.2802150537634,24.9868817204301,17.4411827956989,24.944623655914,18.1081720430108,13.2109677419355,6.19623655913978,15.6088172043011,300.007956989247,0,4,310.91935483871,1.24193548387097,46.8512903225806,0,0,192.100107526882,0,1,217.834086021505,0,0,3.79376344086021,237,888,-100,0,0,197.079892473118,219.636559139785,-1.9,1,0,0,0,219.109247311828
2017-08-07 08:00:00,0,0,0,0,0,0,155.589655172414,125.556781609195,119.385862068966,100,756.193563218391,29.7,195,0,0.0520689655172414,0,0,0,0,100,12.1509195402299,10.7777011494253,6.40402298850575,100,25.4522988505747,17.2070114942529,25.018275862069,17.5026436781609,25.0328735632184,17.8988505747126,14.1522988505747,6.11954022988506,14.9755172413793,300.009425287356,0,8.68850574712644,400,0,-0.1,0,0,179.488735632184,0,1,200.969655172414,0,0,8.68011494252874,237,888,-100,0,0,179.998850574713,207.611264367816,-1.9,1,0,0,0,204.358275862069
2017-08-07 08:30:00,0,0,0,0,0,0,148.090107526882,119.929677419355,114.548494623656,100,755.929462365591,29.7,195,0,0.0561290322580645,0,0,0,0,100,29.5834408602151,30.0790322580645,26.4421505376344,100,25.4149462365591,17.1227956989247,24.8621505376344,17.3495698924731,24.8552688172043,17.7894623655914,14.7434408602151,6.0063440860215,14.8541935483871,300.000967741935,0,13.1354838709677,400,0,-0.1,0,0,166.47311827957,0,1,186.121505376344,0,0,13.1104301075269,237,888,-100,0,0,165.915268817204,193.074838709677,-1.9,1,0,0,0,190.470215053763
2017-08-07 09:00:00,0,0.465172413793103,3.64793103448276,0.778390804597701,0,0,138.969885057471,110.947701149425,108.711379310345,100,755.780574712644,24.9414942528736,195,0,0.0255172413793103,0,0,0,0,100,17.5186206896552,12.7481609195402,13.8263218390805,100,25.2211494252874,17.056091954023,24.3893103448276,17.1872413793103,24.5193103448276,17.5083908045977,14.9545977011494,5.71528735632184,14.7022988505747,299.99908045977,0,16.3701149425287,400,0,-0.1,14.32,0,155.743793103448,0,1,172.780689655172,0,0,16.4052873563218,237,888,-100,0,0,153.687816091954,179.808620689655,-1.9,1,0,0,0,178.188275862069
2017-08-07 09:30:00,0,0,0,0,0,0,85.7947311827957,102.231827956989,103.669892473118,100,755.685913978495,4.2,195,0,0.00903225806451613,0,0,0,0,100,12.9017204301075,8.55870967741935,9.95279569892473,100,25.2539784946237,17.1250537634409,24.4190322580645,17.2660215053763,24.6309677419355,17.4774193548387,15.2987096774194,5.80010752688172,14.7632258064516,300.000537634409,0,16.8795698924731,400,0,-0.1,0,0,145.689784946237,0,1,160.781075268817,0,0,17.0497849462366,237,888,-100,0,0,142.872688172043,167.819462365591,-1.9,1,0,0,0,167.046129032258
2017-08-07 10:00:00,0,0,0,0,0,0,71.7793103448276,93.5798850574713,98.4041379310345,100,755.733448275862,4.2,195,0.977586206896552,31.0554022988506,0,0,0,0,100,13.9231034482759,10.7042528735632,7.35183908045977,100,25.306091954023,17.1422988505747,24.4335632183908,17.3740229885057,24.7114942528736,17.4989655172414,15.6241379310345,5.77298850574713,14.7040229885057,299.998965517241,0,15.7908045977011,400,0,-0.1,0,0,137.377011494253,0,1,149.933563218391,0,0,15.9209195402299,237,888,-100,0,0,133.159655172414,156.899195402299,-1.9,1,0,0,0,157.008850574713
2017-08-07 10:30:00,0,0,0,0,0,0,61.6727956989247,74.7066666666667,88.056559139785,100,755.691505376344,4.2,195,0,99.982688172043,0,0,0,0,100,11.197311827957,14.5476344086021,9.60602150537634,100,25.2911827956989,17.1348387096774,24.4915053763441,17.3665591397849,24.6559139784946,17.4641935483871,15.7406451612903,5.85849462365591,14.9489247311828,299.994623655914,0,15,400,0,-0.1,0,0,128.96376344086,0,1,140.054623655914,0,0,15.0522580645161,237,888,-100,0,0,124.479892473118,146.922365591398,-1.9,1,0,0,0,147.570430107527
2017-08-07 11:00:00,0,0,0,0,0,0,59.2980459770115,77.5244827586207,87.8214942528736,100,756.120804597701,4.2,195,0.363448275862069,45.6409195402299,0,0,0,0,3.10862068965517,10.1827586206897,9.62977011494253,10.4087356321839,100,25.3168965517241,17.1859770114943,24.456091954023,17.3716091954023,24.6312643678161,17.4206896551724,15.894367816092,5.74310344827586,15.4249425287356,299.996896551724,0,15.8298850574713,400,0,-0.1,0,0,121.241724137931,0,1,131.044137931034,0,0,15.696091954023,237,888,-100,0,0,116.577126436782,137.758390804598,-1.9,1,0,0,0,139.054712643678
2017-08-07 11:30:00,0,0,0,0,0,0,56.2501075268817,76.0570967741936,86.4649462365591,100,756.809139784946,4.2,195,0,0,0,0,0,0,0,12.225376344086,12.7277419354839,9.88849462365591,100,25.0670967741935,16.9995698924731,24.1675268817204,17.0347311827957,24.3121505376344,17.1701075268817,15.7781720430108,5.65483870967742,15.1763440860215,300.001290322581,0,16.5731182795699,400,0,-0.1,0,0,114.44,0,1,122.697741935484,0,0,16.4886021505376,237,888,-100,0,0,109.176129032258,129.205698924731,-1.9,1,0,0,0,131.090430107527
2017-08-07 12:00:00,0,0,0,0,0,0,53.9086206896552,73.4983908045977,83.9903448275862,100,757.133448275862,4.2,195,0,0.00540229885057471,0,0,0,0,0,14.4077011494253,12.1613793103448,11.0194252873563,100,25.1298850574713,17.078275862069,24.3152873563218,17.2564367816092,24.2881609195402,17.2624137931034,15.967816091954,5.66448275862069,15.2527586206897,300.002183908046,0,17,400,0,-0.1,0,0,107.063333333333,0,1,115.18275862069,0,0,16.6694252873563,237,888,-100,0,0,102.554597701149,121.396781609195,-1.9,1,0,0,0,123.904712643678
2017-08-07 12:30:00,0,0,0,0,0,0,51.8406451612903,71.2160215053763,81.6487096774194,100,757.622903225806,4.2,195,0,0.000967741935483871,0,0,0,0,0,14.6984946236559,7.93032258064516,6.90698924731183,100,25.2101075268817,17.1091397849462,24.3122580645161,17.2132258064516,24.2750537634409,17.2686021505376,16.0737634408602,5.63075268817204,15.2870967741935,299.998494623656,0,16.9924731182796,400,0,-0.1,0,0,101.607419354839,0,1,108.323010752688,0,0,16.5856989247312,237,888,-100,0,0,96.7461290322581,114.346774193548,-1.9,1,0,0,0,117.079032258065
2017-08-07 13:00:00,0,0,0,0,0,0,50.0101149425287,69.0698850574713,79.4006896551724,100,757.918390804598,4.2,195,0,-0.00689655172413793,0,0,0,0,0,12.7070114942529,10.1998850574713,6.18804597701149,100,24.7479310344828,16.7958620689655,23.9040229885057,16.8979310344828,23.7693103448276,16.9440229885057,15.8412643678161,5.50402298850575,15.0411494252874,299.998275862069,0,16.9298850574713,400,0,-0.1,0,0,96.4540229885057,0,1,102.05091954023,0,0,16.622183908046,237,888,-100,0,0,91.432183908046,107.836091954023,-1.9,1,0,0,0,110.696781609195
2017-08-07 13:30:00,0,0,0,0,0,0,48.3323655913979,67.0781720430108,77.2929032258065,100,758.043548387097,4.2,195,0,-0.0229032258064516,0,0,0,0,0,13.0198924731183,-2.7041935483871,2.82182795698925,100,0,0,0,0,0,0,0,0,0,291.592580645161,0,16.0021505376344,400,0,-0.1,0,0,90.4860215053763,0,1,96.5730107526882,0,0,16.4825806451613,237,888,-100,0,0,86.457311827957,101.968387096774,-1.9,1,0,0,0,104.656559139785
2017-08-07 14:00:00,0,0,0,0,0,0,46.68,65.0711494252874,75.2065517241379,100,758.537011494253,4.2,195,0,-0.036551724137931,0,0,0,0,0,-78.51,-99.9124137931035,-88.4718390804598,100,0,0,0,0,0,0,0,0,0,278.880229885057,0,16.7505747126437,400,0,-0.1,0,0,86.064367816092,0,1,92.427816091954,0,0,16.5474712643678,237,888,-100,0,0,82.4690804597701,97.2113793103448,-1.9,1,0,0,0,99.4409195402299
2017-08-07 14:30:00,0,0,0,0,0,0,44.7062365591398,62.8298924731183,73.1917204301075,100,758.851075268817,4.2,195,0,-0.0490322580645161,0,0,0,0,0,-62.2334408602151,-75.8923655913978,-53.2066666666667,18.9247311827957,0,0,0,0,0,0,0,0,0,267.468817204301,0,16.989247311828,400,0,-0.1,0,0,82.2402150537634,0,1,88.3220430107527,0,0,16.5735483870968,237,888,-100,0,0,79.1145161290323,92.8340860215054,-1.9,1,0,0,0,94.7925806451613
2017-08-07 15:00:00,0,0,0,0,0,0,42.9416091954023,59.5658620689655,71.0059770114943,100,759.163563218391,4.2,195,0,-0.0622988505747126,0,0,0,0,0,5.84367816091954,15.4894252873563,12.1251724137931,0,0,0,0,0,0,0,0,0,0,256.75724137931,0,16.9333333333333,400,0,-0.1,0,0,78.6794252873563,0,1,84.3495402298851,0,0,16.5001149425287,237,888,-100,0,0,75.9413793103448,88.6806896551724,-1.9,1,0,0,0,90.4237931034483
2017-08-07 15:30:00,0,0,0,0,0,0,41.1143010752688,54.9186021505376,68.4540860215054,100,759.251075268817,4.2,195,0,-0.0764516129032258,0,0,0,0,0,2.28322580645161,3.37838709677419,5.01849462365591,0,0,0,0,0,0,0,0,0,0,246.689032258065,0,17,400,0,-0.1,0,0,75.045376344086,0,1,80.3562365591398,0,0,16.574623655914,237,888,-100,0,0,72.7623655913979,84.7382795698925,-1.9,1,0,0,0,86.3312903225806
2017-08-07 16:00:00,0,0,0,0,0,0,40.3240229885057,55.4687356321839,67.2501149425287,100,759.101609195402,4.2,195,0,-0.073448275862069,0,0,0,0,0,4.14149425287356,1.44459770114943,2.49057471264368,0,0,0,0,0,0,0,0,0,0,237.023103448276,0,17,400,0,-0.1,0,0,71.867816091954,0,1,76.6455172413793,0,0,16.6029885057471,237,888,-100,0,0,69.5080459770115,80.9504597701149,-1.9,1,0,0,0,82.5910344827586
2017-08-07 16:30:00,0,0,0,0,0,0,39.398064516129,54.0467741935484,65.5725806451613,100,759.322150537634,4.2,195,0,-0.0738709677419355,0,0,0,0,0,4.41634408602151,2.59645161290323,4.18956989247312,0,0,0,0,0,0,0,0,0,0,227.74623655914,0,17,400,0,-0.1,0,0,69.5135483870968,0,1,72.7364516129032,0,0,16.6608602150538,237,888,-100,0,0,66.2486021505376,77.1975268817204,-1.9,1,0,0,0,79.055376344086
2017-08-07 17:00:00,0,0,0,0,0,0,38.8494464944649,53.0136531365314,64.5206642066421,100,759.509594095941,4.2,195,0,-0.0723247232472325,0,0,0,0,0,3.89815498154982,2.59372693726937,1.97380073800738,0,0,0,0,0,0,0,0,0,0,221.651291512915,0,17,400,0,-0.1,0,0,67.8837638376384,0,1,70.0114391143911,0,0,16.7143911439114,237,888,-100,0,0,63.909594095941,74.7143911439114,-1.9,1,0,0,0,76.5428044280443
2017-08-07 18:00:00,0,0,0,0,0,0,36.8762711864407,49.2966101694915,60.2050847457627,100,758.994915254237,4.2,195,0,-0.0694915254237288,0,0,0,0,0,-48.771186440678,-82.3847457627119,-77.9135593220339,0,0,0,0,0,0,0,0,0,0,199.186440677966,0,17,400,0,-0.1,0,0,58.9491525423729,0,1,61.3525423728814,0,0,16.8457627118644,237,888,-100,0,0,55.9491525423729,65.5677966101695,-1.9,1,0,0,0,67.6186440677966
2017-08-07 18:30:00,0,0,0,0,0,0,36.4589247311828,48.6036559139785,59.4067741935484,100,759.030860215054,4.2,195,0,-0.0630107526881721,0,0,0,0,0,-0.18247311827957,-7.69279569892473,-4.83720430107527,0,0,0,0,0,0,0,0,0,0,195.07064516129,0,17,400,0,-0.1,0,0,57.4725806451613,0,1,59.8245161290323,0,0,16.8138709677419,237,888,-100,0,0,54.6434408602151,63.9662365591398,-1.9,1,0,0,0,66.0782795698925
2017-08-07 19:00:00,0,0,0,0,0,0,35.4897701149425,47.3112643678161,57.9565517241379,100,759.022298850575,4.2,195,0,-0.06,0,0,0,0,0,1.66793103448276,3.57540229885057,3.25563218390805,0,0,0,0,0,0,0,0,0,0,187.837701149425,0,17,400,0,-0.1,0,0,55.0852873563218,0,1,57.1726436781609,0,0,16.7996551724138,237,888,-100,0,0,52.33,61.2085057471264,-1.9,1,0,0,0,63.2647126436782
2017-08-07 19:30:00,0,0,0,0,0,0,34.6131182795699,46.0922580645161,56.5435483870968,100,758.954408602151,4.2,195,0,-0.0637634408602151,0,0,0,0,0,2.44655913978495,1.15827956989247,4.27612903225806,0,0,0,0,0,0,0,0,0,0,180.922903225806,0,17,400,0,-0.1,0,0,52.7824731182796,0,1,54.7620430107527,0,0,16.7530107526882,237,888,-100,0,0,50.1618279569892,58.6308602150538,-1.9,1,0,0,0,60.619247311828
2017-08-07 20:00:00,0,0,0,0,0,0,33.8506896551724,44.9152873563218,55.2022988505747,100,758.79,4.2,195,0,-0.0637931034482759,0,0,0,0,0,1.32827586206897,0.678965517241379,2.41724137931034,0,0,0,0,0,0,0,0,0,0,174.277701149425,0,17,400,0,-0.1,0,0,50.5904597701149,0,1,52.5477011494253,0,0,16.7010344827586,237,888,-100,0,0,48.1824137931034,56.2359770114943,-1.9,1,0,0,0,58.1565517241379
